Region,Alliance,Rank,Votes,Result,Candidate,Party,Constituency,SeatsWon,rcount_BJP_cong_jds_nota,ResultMinority
Southern Karnataka,Others_a,5th and above,454,Lost_,AMARANATHA.K,Akhil Bharat Hindu Mahasabha,Malur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,439,Lost_,B.M.MANJUNATHA,Independent,Malur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,232,Lost_,RAVIKUMAR (M.G.R),Ambedkarite Party of India,Malur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,232,Lost_,SRINIVASA.N,Independent,Malur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,229,Lost_,MANJUNATHA,Independent,Malur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,207,Lost_,N.DEVANANDABABU,Independent,Malur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,149,Lost_,H.M.KRISHNAIAH SHETTY,Independent,Malur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,105,Lost_,C. THAMMAPPA,Samajwadi Party,Malur,0,0,Lost - had less than 20% votes
Southern Karnataka,NOTA_a,5th and above,696,Lost_,None of the Above,NOTA,Malur,0,1,Lost - had less than 20% votes
Southern Karnataka,Cong-JDS,1st,69421,Won_,M SRINIVAS,Janata Dal (Secular),Mandya,1,1,Won
Southern Karnataka,Cong-JDS,2nd,47813,Lost_,P RAVIKUMAR,Indian National Congress,Mandya,0,1,Lost
Southern Karnataka,BJP,3rd,32064,Lost_,N SHIVANNA,Bharatiya Janata Party,Mandya,0,1,Lost - had less than 20% votes
Southern Karnataka,Others_a,4th,10564,Lost_,DR S C SHANKAREGOWDA,Independent,Mandya,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,1814,Lost_,H C SHIVARAMU,Independent,Mandya,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,670,Lost_,KAVERI SHREYA M J,All India Mahila Empowerment Party,Mandya,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,419,Lost_,M B NAGANNA GOWDA,Independent,Mandya,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,363,Lost_,RAJESHA CHAKANAHALLI,Independent,Mandya,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,308,Lost_,KRISHNA C M,Independent,Mandya,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,292,Lost_,SHIVAKUMAR B S,Karnataka Pragnyavantha Janatha Party,Mandya,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,249,Lost_,MANJUNATHA S J,Independent,Mandya,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,180,Lost_,K MALLESHA,Independent,Mandya,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,162,Lost_,M C NITHYANANDA,Independent,Mandya,0,0,Lost - had less than 20% votes
Southern Karnataka,NOTA_a,5th and above,1008,Lost_,None of the Above,NOTA,Mandya,0,1,Lost - had less than 20% votes
Coastal Karnataka,Cong-JDS,1st,80813,Won_,U.T.ABDUL KHADER,Indian National Congress,Mangalore,1,1,Won - had more than 50% votes
Coastal Karnataka,BJP,2nd,61074,Lost_,SANTHOSH KUMAR RAI BOLIYARU,Bharatiya Janata Party,Mangalore,0,1,Lost
Coastal Karnataka,Cong-JDS,3rd,3692,Lost_,K.ASHRAF,Janata Dal (Secular),Mangalore,0,1,Lost - had less than 20% votes
Coastal Karnataka,Others_a,4th,2372,Lost_,NITHIN KUTHAR,Communist Party of India (Marxist),Mangalore,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,586,Lost_,USMAN,All India Mahila Empowerment Party,Mangalore,0,0,Lost - had less than 20% votes
Coastal Karnataka,NOTA_a,5th and above,821,Lost_,None of the Above,NOTA,Mangalore,0,1,Lost - had less than 20% votes
Coastal Karnataka,BJP,1st,98648,Won_,DR.BHARATH SHETTY. Y,Bharatiya Janata Party,Mangalore City North,1,1,Won - had more than 50% votes
Coastal Karnataka,Cong-JDS,2nd,72000,Lost_,B.A.MOHIUDDIN BAVA,Indian National Congress,Mangalore City North,0,1,Lost
Coastal Karnataka,Others_a,3rd,2472,Lost_,MUNEER KATIPALLA,Communist Party of India (Marxist),Mangalore City North,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,900,Lost_,P.M. AHAMMAD,All India Mahila Empowerment Party,Mangalore City North,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,355,Lost_,MAXIM PINTO,Independent,Mangalore City North,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,303,Lost_,SURESH.B.SALIAN,Akhil Bharat Hindu Mahasabha,Mangalore City North,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,260,Lost_,SUPREETH KUMAR POOJARY,Lok Awaz Dal,Mangalore City North,0,0,Lost - had less than 20% votes
Coastal Karnataka,NOTA_a,4th,1166,Lost_,None of the Above,NOTA,Mangalore City North,0,1,Lost - had less than 20% votes
Coastal Karnataka,BJP,1st,86545,Won_,D. VEDAVYASA KAMATH,Bharatiya Janata Party,Mangalore City South,1,1,Won - had more than 50% votes
Coastal Karnataka,Cong-JDS,2nd,70470,Lost_,J. R. LOBO,Indian National Congress,Mangalore City South,0,1,Lost
Coastal Karnataka,Others_a,3rd,2329,Lost_,SUNIL KUMAR BAJAL,Communist Party of India (Marxist),Mangalore City South,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,861,Lost_,R. SRIKAR PRABHU,Independent,Mangalore City South,0,0,Lost - had less than 20% votes
Coastal Karnataka,Cong-JDS,5th and above,773,Lost_,RATHNAKARA SUVARNA,Janata Dal (Secular),Mangalore City South,0,1,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,708,Lost_,MADAN M.C.,Independent,Mangalore City South,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,230,Lost_,MOHAMMED IQBAL,All India Mahila Empowerment Party,Mangalore City South,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,148,Lost_,REENA PINTO,Independent,Mangalore City South,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,97,Lost_,DHARMENDRA,Akhil Bharat Hindu Mahasabha,Mangalore City South,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,94,Lost_,MAHAMMAD KHALID,Independent,Mangalore City South,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,69,Lost_,SUPREETH KUMAR POOJARY,Hindustan Janta Party,Mangalore City South,0,0,Lost - had less than 20% votes
Coastal Karnataka,NOTA_a,4th,1063,Lost_,None of the Above,NOTA,Mangalore City South,0,1,Lost - had less than 20% votes
Hyderabad Karnataka,Cong-JDS,1st,53548,Won_,RAJA VENKATAPPA NAYAK,Janata Dal (Secular),Manvi,1,1,Won
Hyderabad Karnataka,Others_a,2nd,37733,Lost_,DR TANUSREE @ PREETI,Independent,Manvi,0,0,Lost
Hyderabad Karnataka,BJP,3rd,30250,Lost_,SHARANAPPA K GUDADINNI,Bharatiya Janata Party,Manvi,0,1,Lost - had less than 20% votes
Hyderabad Karnataka,Cong-JDS,4th,28177,Lost_,G HAMPAYYA NAYAK,Indian National Congress,Manvi,0,1,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,1240,Lost_,KRISHNA NAYAK,All India Mahila Empowerment Party,Manvi,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,1235,Lost_,R.MUDUKAPPA NAYAK,Independent,Manvi,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,NOTA_a,5th and above,1870,Lost_,None of the Above,NOTA,Manvi,0,1,Lost - had less than 20% votes
Hyderabad Karnataka,Cong-JDS,1st,60387,Won_,PRATAPGOUDA PATIL,Indian National Congress,Maski,1,1,Won
Hyderabad Karnataka,BJP,2nd,60174,Lost_,BASANAGOWDA-TURVIHAL,Bharatiya Janata Party,Maski,0,1,Lost
Hyderabad Karnataka,Cong-JDS,3rd,11392,Lost_,RAJASOMANATH NAYAK,Janata Dal (Secular),Maski,0,1,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,983,Lost_,BASAVANAGAUD,Independent,Maski,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,910,Lost_,BABU NAYAK,All India Mahila Empowerment Party,Maski,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,821,Lost_,AMARESH MATUR,Independent,Maski,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,NOTA_a,4th,2049,Lost_,None of the Above,NOTA,Maski,0,1,Lost - had less than 20% votes
Central Karnataka,BJP,1st,50556,Won_,N. LINGANNA.,Bharatiya Janata Party,Mayakonda,1,1,Won
Central Karnataka,Cong-JDS,2nd,44098,Lost_,K.S.BASAVARAJ [BASAVANTHAPPA],Indian National Congress,Mayakonda,0,1,Lost
Central Karnataka,Others_a,3rd,27321,Lost_,ANANDAPPA.H.,Independent,Mayakonda,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,4th,16640,Lost_,M.BASAVARAJANAIK,Janata Dal (United),Mayakonda,0,0,Lost - had less than 20% votes
Central Karnataka,Cong-JDS,5th and above,11085,Lost_,SHEELA NAIK,Janata Dal (Secular),Mayakonda,0,1,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,930,Lost_,H. NARASIMHAMURTHY,Samanya Janatha Party (Loktantrik),Mayakonda,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,902,Lost_,BHARATH.L,Independent,Mayakonda,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,671,Lost_,VIMALA RUDRAPPA,All India Mahila Empowerment Party,Mayakonda,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,660,Lost_,SRINIVASA.P,Akhil Bharat Hindu Mahasabha,Mayakonda,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,618,Lost_,M.NAGARAJAPPA,Independent,Mayakonda,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,424,Lost_,K.C. BASAVARAJAPPA.,Karnataka Pragnyavantha Janatha Party,Mayakonda,0,0,Lost - had less than 20% votes
Central Karnataka,NOTA_a,5th and above,1258,Lost_,None of the Above,NOTA,Mayakonda,0,1,Lost - had less than 20% votes
Southern Karnataka,Cong-JDS,1st,96003,Won_,C S PUTTARAJU,Janata Dal (Secular),Melukote,1,1,Won - had more than 50% votes
Southern Karnataka,Others_a,2nd,73779,Lost_,DARSHAN PUTTANNAIAH,Swaraj India,Melukote,0,0,Lost
Southern Karnataka,BJP,3rd,1595,Lost_,SUNDAHALLI SOMASHEKARA,Bharatiya Janata Party,Melukote,0,1,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,689,Lost_,B.K.PUTTARAJU,Independent,Melukote,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,498,Lost_,MAHESH VAKEELARU,All India Mahila Empowerment Party,Melukote,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,301,Lost_,DARSHAN.K.SEENEGOWDA,Independent,Melukote,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,260,Lost_,D K RAVIKUMARA,Independent,Melukote,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,210,Lost_,MAHESHA,Jana Samanyara Party (Karnataka),Melukote,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,163,Lost_,PUTTARAJU,Independent,Melukote,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,153,Lost_,ROHINI,Samajwadi Party,Melukote,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,133,Lost_,ARUNKUMAR,Independent,Melukote,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,117,Lost_,H NARAYANA,Independent,Melukote,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,85,Lost_,G.M.RAMESH,Karnataka Jantha Paksha,Melukote,0,0,Lost - had less than 20% votes
Southern Karnataka,NOTA_a,4th,979,Lost_,None of the Above,NOTA,Melukote,0,1,Lost - had less than 20% votes
Central Karnataka,BJP,1st,84018,Won_,B. SREERAMULU,Bharatiya Janata Party,Molakalmuru,1,1,Won
Central Karnataka,Cong-JDS,2nd,41973,Lost_,B. YOGESH BABU,Indian National Congress,Molakalmuru,0,1,Lost
Central Karnataka,Others_a,3rd,41152,Lost_,S. THIPPESWAMY,Independent,Molakalmuru,0,0,Lost
Central Karnataka,Cong-JDS,4th,15262,Lost_,PATEL G. M. THIPPESWAMY (YATTINAHATTYGOWDRU),Janata Dal (Secular),Molakalmuru,0,1,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,3223,Lost_,S. CHANDRANNA (YATTINAHATTY),Independent,Molakalmuru,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,1427,Lost_,K. RAGHAVENDRA,Pyramid Party of India,Molakalmuru,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,1366,Lost_,S. P. RAJU (SASALAHATTY RAJANNA),Independent,Molakalmuru,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,842,Lost_,D. H. PARAMESHWARAPPA,Independent,Molakalmuru,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,791,Lost_,P . SUMALATHA,All India Mahila Empowerment Party,Molakalmuru,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,725,Lost_,S. CHANDRANNA,Independent,Molakalmuru,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,409,Lost_,B. GIREESHA,Independent,Molakalmuru,0,0,Lost - had less than 20% votes
Central Karnataka,NOTA_a,5th and above,1361,Lost_,None of the Above,NOTA,Molakalmuru,0,1,Lost - had less than 20% votes
Coastal Karnataka,BJP,1st,87444,Won_,UMANATHA. A. KOTIAN,Bharatiya Janata Party,Moodabidri,1,1,Won - had more than 50% votes
Coastal Karnataka,Cong-JDS,2nd,57645,Lost_,K. ABHAYACHANDRA,Indian National Congress,Moodabidri,0,1,Lost
Coastal Karnataka,Others_a,3rd,2111,Lost_,ASHWIN JOSSY PEREIRA,Independent,Moodabidri,0,0,Lost - had less than 20% votes
Coastal Karnataka,Cong-JDS,4th,1845,Lost_,JEEVAN KRISHNA SHETTY,Janata Dal (Secular),Moodabidri,0,1,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,1114,Lost_,K. YADAVA SHETTY,Communist Party of India (Marxist),Moodabidri,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,616,Lost_,ABDUL REHIMAN,All India Mahila Empowerment Party,Moodabidri,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,435,Lost_,REENA PINTO,Independent,Moodabidri,0,0,Lost - had less than 20% votes
Coastal Karnataka,NOTA_a,5th and above,1037,Lost_,None of the Above,NOTA,Moodabidri,0,1,Lost - had less than 20% votes
Bombay Karnataka,BJP,1st,63512,Won_,AMEENAPPA GOUDA S PATIL (NADAHALLI),Bharatiya Janata Party,Muddebihal,1,1,Won
Bombay Karnataka,Cong-JDS,2nd,54879,Lost_,APPAJI URF CHANNABASAVARAJ SHANKARARAO NADAGOUDA,Indian National Congress,Muddebihal,0,1,Lost
Bombay Karnataka,Cong-JDS,3rd,9845,Lost_,MANGALADEVI BIRADAR,Janata Dal (Secular),Muddebihal,0,1,Lost - had less than 20% votes
Bombay Karnataka,Others_a,4th,3093,Lost_,V P RAKSHITH,Namma Congress,Muddebihal,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,2981,Lost_,AYYAPPA DORE,Jana Samanyara Party (Karnataka),Muddebihal,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,745,Lost_,PRABHUGOUDA GOUDRA,Independent,Muddebihal,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,662,Lost_,NAGUR METI SHRIDHAR,Independent,Muddebihal,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,630,Lost_,GANGADAR SHANKARRAO NADAGOUDA,Independent,Muddebihal,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,587,Lost_,BIBIHAJARA A NIDAGUNDI,All India Mahila Empowerment Party,Muddebihal,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,315,Lost_,BAPUGAOUDA PATIL,Shivsena,Muddebihal,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,254,Lost_,HONNAPPA S RAMATHIRTHA,Bharatiya Prajagala Kalyana Paksha,Muddebihal,0,0,Lost - had less than 20% votes
Bombay Karnataka,NOTA_a,5th and above,1295,Lost_,None of the Above,NOTA,Muddebihal,0,1,Lost - had less than 20% votes
Bombay Karnataka,BJP,1st,76431,Won_,GOVIND MAKTHAPPA KARAJOL,Bharatiya Janata Party,Mudhol,1,1,Won - had more than 50% votes
Bombay Karnataka,Cong-JDS,2nd,60949,Lost_,BANDIWADDAR SATISH CHINNAPPA,Indian National Congress,Mudhol,0,1,Lost
Bombay Karnataka,Cong-JDS,3rd,4431,Lost_,SHANKAR N NAYAK,Janata Dal (Secular),Mudhol,0,1,Lost - had less than 20% votes
Bombay Karnataka,Others_a,4th,2088,Lost_,BASAVANT LAXMAN KAMBALE,Karnataka Rajya Ryota Sangha,Mudhol,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,1081,Lost_,G F BADANURU,Independent,Mudhol,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,887,Lost_,ARAVIND KAMBALE,Shivsena,Mudhol,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,315,Lost_,RAMESH GONYAGOL,Prabuddha Republican Party,Mudhol,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,239,Lost_,BHIMARAO KALAVVAGOL,Republican Party of India (A),Mudhol,0,0,Lost - had less than 20% votes
Bombay Karnataka,NOTA_a,5th and above,1608,Lost_,None of the Above,NOTA,Mudhol,0,1,Lost - had less than 20% votes
Central Karnataka,BJP,1st,58783,Won_,M.P.KUMARASWAMY,Bharatiya Janata Party,Mudigere,1,1,Won
Central Karnataka,Cong-JDS,2nd,46271,Lost_,MOTAMMA,Indian National Congress,Mudigere,0,1,Lost
Central Karnataka,Cong-JDS,3rd,22063,Lost_,B.B.NINGAIAH,Janata Dal (Secular),Mudigere,0,1,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,988,Lost_,ANILKUMAR.N.G,All India Mahila Empowerment Party,Mudigere,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,555,Lost_,S.VENKATESH,Independent,Mudigere,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,397,Lost_,NINGAIAH,Purvanchal Mahapanchayat,Mudigere,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,346,Lost_,MUNIYAPPA,Independent,Mudigere,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,259,Lost_,NANJUNDA MASTER,Independent,Mudigere,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,187,Lost_,ARUN KUMAR.B,Independent,Mudigere,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,148,Lost_,LAXMANA,Republican Sena,Mudigere,0,0,Lost - had less than 20% votes
Central Karnataka,NOTA_a,4th,1321,Lost_,None of the Above,NOTA,Mudigere,0,1,Lost - had less than 20% votes
Southern Karnataka,Others_a,1st,74213,Won_,H.NAGESH,Independent,Mulbagal,1,0,Won
Southern Karnataka,Cong-JDS,2nd,67498,Lost_,SAMRUDDHI MANJUNATH,Janata Dal (Secular),Mulbagal,0,1,Lost
Southern Karnataka,BJP,3rd,8411,Lost_,AMARESH,Bharatiya Janata Party,Mulbagal,0,1,Lost - had less than 20% votes
Southern Karnataka,Others_a,4th,1009,Lost_,V.MARAPPA,Independent,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,1001,Lost_,K.NAGARAJU,Independent,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,889,Lost_,P.NATARAJA,Independent,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,757,Lost_,T.M.NARAYANASWAMY,Independent,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,695,Lost_,M.K.CHANDRAKALA,All India Mahila Empowerment Party,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,667,Lost_,N.MANJUNATHA,Independent,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,585,Lost_,G.C.RAMAPPA,Independent,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,556,Lost_,BYRAPPA,Independent,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,554,Lost_,M.NARAYANAPPA,Independent,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,516,Lost_,K.H.VENKATARAMA,Independent,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,502,Lost_,VENKATARAMAPPA,Independent,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,496,Lost_,M.ARAVINDA,Independent,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,484,Lost_,KEELUHOLALI SATHISH,Independent,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,384,Lost_,T.R.SHEKAR,Independent,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,378,Lost_,V.RAVIKUMAR,Ambedkar Samaj Party,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,367,Lost_,T.V.BALAKRISHNA,Independent,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,306,Lost_,D.VENKATARAVANAPPA,Independent,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,304,Lost_,T.R.MANJUNATHA,Independent,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,303,Lost_,VENKATARAVANAPPA.G,Independent,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,295,Lost_,V.ADINARAYANA,Independent,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,291,Lost_,M.AMARANATHA,Independent,Mulbagal,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,287,Lost_,A.RAJESH,Independent,Mulbagal,0,0,Lost - had less than 20% votes
